,转债代码,转债余额,申购日期,债券简称,股票代码,正股简称,转股价格,纯债价值,bond_nm,price,stock_id,stock_nm,redeem_dt,volume,评级,redeem_icon,强赎修正,ATR,ma20,ma5,K,D,slope,macd,cci,yj_bias,ATR1,ma201,ma51,K1,D1,SLOPE1,macd1,cci1,yj_bias1,VIX11,zzzf,zgzf,zfc,zfc5,zfc10,正股趋势,正股综合分,转债价格,转债涨跌幅,股价,正股涨跌幅,转股价值,转股溢价率,amount,amount1,转债换手率,转债换手率1,距离转股日,剩余期限,vix,多权价值,期权价值,内在价值,价值溢价,MA20乖离,MA5乖离,绝对乖离,涨幅对标,双低分数,传统双低,五因子分数,强势分数,多因子V1.1,综合分数,溢值分数
0,sz128073,1.287,2019-08-22,哈尔转债,sz002615,哈尔斯,5.55, 100.17,哈尔转债,115.1,002615,哈尔斯,2022-10-27,22820.7,AA-,R,9,0.3636,6.9130,6.6260,22.0899,29.5177,-0.0514,-0.0648,-106.6947,-0.4387,0.3771,6.9665,6.6500,32.4053,30.6185,-0.0425,-0.0589,-135.7913,-0.4811,0.0341,0.2000,-0.1367,-0.0325,0.0019,-0.0143,下跌中,3,113.362,-1.51,6.26,-1.88,112.793,0.00504649,11.5237,34.3444,89.5391,133.428,1022,9,0.0341,13.0942,13.0942,113.264,0.000863633,-0.09445971358310434,-0.05523694536673718,0.09445971358310434,-0.0325,0.730423,0.739482,0.757712,0.764158,0.828676,0.955789,0.910423
1,sh110038,5.819,2017-11-13,济川转债,sh600566,济川药业,22.67, 105.79,济川转债,122.305,600566,济川药业,暂无提示,45738.6,AA,R,0,0.7898,23.5095,26.5300,91.2140,91.8418,0.4813,0.6878,152.3042,-0.7691,0.8190,23.2770,25.7360,92.0866,90.3574,0.4105,0.6580,198.3739,-0.8596,0.0226,0.1654,0.2188,-0.1451,-0.0354,-0.1089,KDJ死叉,3,127.799,4.49,29.06,4.34,128.187,-0.00302707,45.1457,90.8843,77.5832,78.0927,375,375,0.0226,35.3893,35.3893,141.179,-0.0947751,0.2360960462791637,0.09536373916321139,0.2360960462791637,-0.1451,0.894716,0.874377,0.98489,0.991392,0.875926,0.849025,1.12557
2,sz128015,7.792,2017-06-08,久其转债,sz002279,久其软件,5.0, 103.26,久其转债,123.938,002279,久其软件,暂无提示,76092.9,A,,0,0.2755,5.0825,5.7580,80.9026,79.7715,0.0870,0.1174,141.0426,-0.7751,0.2857,5.0235,5.6280,79.5772,79.4154,0.0837,0.1146,166.0836,-0.8804,0.0261,0.1108,0.2365,-0.1870,-0.0223,-0.1557,上涨中,6,123.163,-0.63,5.78,-3.02,115.6,0.0654239,22.4726,98.5655,28.8406,63.2479,217,217,0.0261,23.4037,23.4037,126.664,-0.0276376,0.13723561239547477,0.003820771101076703,0.13723561239547477,-0.187,0.836902,0.758928,0.907191,0.881024,0.839185,0.828349,0.976223
3,sz128066,4.611,2019-04-17,亚泰转债,sz002811,郑中设计,8.77, 100.88,亚泰转债,118.051,002811,郑中设计,暂无提示,5613.47,AA-,,0,0.3386,8.1460,8.3840,90.8414,88.9672,0.0396,0.0573,177.4050,-0.1208,0.3512,8.1510,8.2560,91.0513,81.9981,0.0256,0.0421,230.0672,-1.0518,0.0225,0.0677,0.0047,-0.0130,-0.0297,-0.0585,上涨中,6,119.29,1.05,8.85,3.27,100.912,0.182117,9.57873,15.1922,20.7737,16.4739,895,895,0.0225,21.9069,21.9069,122.787,-0.0284791,0.08642278418855875,0.055582061068702115,0.08642278418855875,-0.013,0.655693,0.776788,0.776864,0.733174,0.772951,0.822542,0.896825
4,sz128037,6.019,2018-03-15,岩土转债,sz002542,中化岩土,3.1, 104.57,岩土转债,124.903,002542,中化岩土,暂无提示,24522.1,AA,,0,0.1552,3.1690,3.4180,73.9726,72.4561,0.0305,0.0310,120.5890,-0.6386,0.1609,3.1435,3.3920,69.8630,76.1146,0.0254,0.0305,140.2009,-0.6989,0.0299,0.0900,0.1528,-0.1178,0.0031,-0.0520,上涨中,6,124.239,-0.53,3.38,-2.59,109.032,0.13947,9.90141,34.4235,16.4503,28.5957,497,497,0.0299,28.4965,28.4965,133.066,-0.066339,0.06658251814452498,-0.011117612638970265,0.06658251814452498,-0.1178,0.799221,0.836135,0.84716,0.879778,0.76622,0.82013,0.988112
5,sh113591,4.775,2020-07-01,胜达转债,sh603687,大胜达,8.74, 98.32,胜达转债,134.404,603687,大胜达,暂无提示,11685.6,AA-,,0,0.4720,10.4470,11.1680,94.0516,91.7203,0.1002,0.1739,109.7422,-0.3808,0.4895,10.3930,10.9940,92.1196,89.0070,0.0580,0.1602,103.6156,-0.7496,0.0294,0.1246,0.1176,-0.0723,-0.0237,-0.1003,上涨中,6,136.351,1.45,11.82,3.68,135.24,0.00821298,16.0607,27.7463,33.6349,29.0537,1336,1336,0.0294,52.7449,52.7449,151.065,-0.0974015,0.13142528955681065,0.05838108882521498,0.13142528955681065,-0.0723,0.819749,0.838861,0.934678,0.954214,0.808377,0.80776,1.10454
6,sz128042,4.154,2018-07-30,凯中转债,sz002823,凯中精密,10.08, 103.23,凯中转债,129.112,002823,凯中精密,暂无提示,11234.5,AA-,,0,0.7640,10.7915,10.9280,54.9333,65.4674,-0.0153,0.0449,31.7533,0.5468,0.7922,10.8420,10.8280,65.6366,72.2113,-0.0295,0.0288,7.0707,0.3200,0.0428,0.1216,-0.0628,0.0626,0.0289,0.0470,均线金叉,7,130.6,1.15,11.33,3.94,112.401,0.161913,27.765,38.9995,66.8393,46.9422,634,634,0.0428,43.9021,43.9021,147.132,-0.112362,0.049900384561923916,0.03678623718887253,0.049900384561923916,0.0626,0.503199,0.862744,0.545746,0.707003,0.624269,0.806158,0.909298
7,sz128033,2.972,2017-12-27,迪龙转债,sz002658,雪迪龙,8.26, 103.14,迪龙转债,127.0,002658,雪迪龙,暂无提示,25450.8,AA,,0,0.3951,8.0260,8.3620,85.8943,87.9576,0.0493,0.0469,172.2710,-0.2611,0.4097,8.0155,8.1700,87.2431,83.4124,0.0244,0.0195,198.2914,-1.4688,0.0351,0.0969,0.0372,-0.0446,-0.0288,-0.0511,KDJ死叉,3,126.1,-0.71,8.53,-1.39,103.269,0.221086,9.35855,34.8093,31.4891,58.5622,419,419,0.0351,26.1027,26.1027,129.243,-0.0243165,0.06279591328183409,0.02009088734752451,0.06279591328183409,-0.0446,0.742153,0.739722,0.840215,0.803119,0.751271,0.79262,0.957127
8,sz127028,5.982,2021-01-05,英特转债,sz000411,英特集团,10.85, 98.70,英特转债,125.848,000411,英特集团,暂无提示,11959.1,AA+,,0,0.4156,10.7885,11.8220,86.1035,85.4035,0.2041,0.1581,71.3525,-0.4999,0.4310,10.7490,11.7900,86.4358,83.3540,0.1973,0.1779,84.4992,-0.5319,0.0261,0.1102,0.0851,-0.0534,0.0068,-0.1369,涨减速,5,127.044,0.95,11.94,0.67,110.046,0.154462,11.0625,23.0216,18.493,19.2424,1524,1524,0.0261,31.0134,31.0134,129.713,-0.0205795,0.10673402233860108,0.00998139062764336,0.10673402233860108,-0.0534,0.804167,0.727916,0.891897,0.853196,0.817623,0.779583,0.984949
9,sz123133,7.198,2021-12-22,佩蒂转债,sz300673,佩蒂股份,17.83, 89.28,佩蒂转债,137.3,300673,佩蒂股份,暂无提示,15318.0,AA-,,0,1.2321,22.5780,23.5420,52.0873,66.3268,0.1364,-0.0619,61.7250,-0.0397,1.2778,22.5600,23.4680,65.9786,78.4954,0.1331,-0.0425,83.6183,-0.3628,0.0396,0.1061,0.0321,-0.0266,-0.0011,-0.0067,下跌中,3,137.155,-0.11,22.83,-1.47,128.043,0.0711667,8.23935,23.5574,11.4467,16.3638,1875,1875,0.0396,55.6119,55.6119,144.892,-0.0533978,0.011161307467446147,-0.030243819556537432,0.011161307467446147,-0.0266,0.705772,0.755185,0.777009,0.839522,0.764239,0.769143,0.98853
10,sh113595,3.298,2020-07-21,花王转债,sh603007,ST花王,4.48, 71.89,花王转债,114.18,603007,ST花王,暂无提示,2812.63,B+,,0,0.1879,4.3745,4.1460,89.2041,72.8655,-0.0204,-0.0241,17.5313,0.6326,0.1949,4.4210,4.0940,73.9423,52.8497,-0.0360,-0.0370,-6.0281,0.3806,0.0269,0.1804,-0.1845,0.0991,-0.0104,0.0015,跌减缓,4,115.655,1.29,4.36,3.81,97.3214,0.188382,3.57117,6.3838,10.8283,9.67828,1356,1356,0.0269,23.2742,23.2742,95.1642,0.215321,-0.003314664533089484,0.051616015436565466,0.003314664533089484,0.0991,0.460225,0.277371,0.485876,0.399835,0.688298,0.766458,0.555747
11,sh110084,9.995,2021-12-27,贵燃转债,sh600903,贵州燃气,7.18, 94.28,贵燃转债,126.253,600903,贵州燃气,暂无提示,9933.77,AA,,0,0.3422,8.2525,8.4720,77.8078,83.0507,0.0481,0.0387,90.9534,-0.1002,0.3549,8.2490,8.4620,82.6539,88.3301,0.0408,0.0408,104.4534,-0.1002,0.0264,0.0924,-0.0287,0.0277,0.0060,-0.0036,超涨见顶,1,125.859,-0.31,8.36,-1.07,116.435,0.0809421,8.58835,18.5221,8.59265,9.26569,1880,1880,0.0264,35.8266,35.8266,130.107,-0.0326467,0.013026355649803145,-0.013220018885741314,0.013026355649803145,0.0277,0.582523,0.758303,0.63249,0.710836,0.722993,0.762383,0.836393
12,sz128026,4.085,2017-12-13,众兴转债,sz002772,众兴菌业,11.26, 101.24,众兴转债,112.149,002772,众兴菌业,暂无提示,18361.3,AA-,,0,0.3147,7.5485,8.6240,82.2835,88.7139,0.1412,0.2030,119.0202,0.4484,0.3263,7.4880,8.2740,88.7139,87.4299,0.1113,0.1962,150.4198,-1.1678,0.0282,0.1403,0.1909,-0.1646,-0.1983,-0.1923,KDJ死叉,3,112.95,0.71,8.86,0,78.6856,0.435459,12.0465,30.4078,29.4897,37.2189,405,405,0.0282,8.39218,8.39218,109.632,0.0302632,0.1737431277737298,0.02736549165120583,0.1737431277737298,-0.1646,0.850011,0.679149,0.950708,0.790555,0.813044,0.762219,0.920794
13,sh113519,6.961,2018-11-07,长久转债,sh603569,长久物流,11.04, 110.22,长久转债,117.774,603569,长久物流,暂无提示,3949.86,AA,,0,0.5856,9.4940,8.4840,50.7702,34.0618,-0.1615,-0.1472,-27.4386,0.7758,0.6073,9.5965,8.3940,31.6637,20.5432,-0.2038,-0.1952,-36.7045,0.3881,0.0451,0.1205,-0.1991,0.1480,-0.0353,0.0253,跌减缓,4,118.978,1.02,9.22,6.1,83.5145,0.424639,21.3371,25.2869,30.6523,18.1633,734,734,0.0451,28.3043,28.3043,138.524,-0.141104,-0.028860332841794678,0.08675153229608679,0.028860332841794678,0.148,0.31009,0.911009,0.404578,0.521927,0.462181,0.762181,0.705136
14,sz128022,4.55,2017-12-01,众信转债,sz002707,众信旅游,5.95, 96.00,众信转债,127.75,002707,众信旅游,暂无提示,5269.73,BBB,,0,0.3278,6.7390,6.2940,28.8640,23.9976,-0.0567,-0.0950,-62.7606,1.1667,0.3399,6.7695,6.3300,23.5759,19.4803,-0.0496,-0.1044,-86.1048,0.6712,0.0280,0.1106,-0.0836,0.0599,-0.0075,0.0857,跌减缓,4,129.009,0.99,6.65,4.56,111.765,0.154291,59.9296,65.1993,131.713,71.6476,393,393,0.028,26.564,26.564,122.564,0.0525847,-0.013206707226591452,0.05656180489354945,0.013206707226591452,0.0599,0.482931,0.56535,0.489481,0.574349,0.600242,0.75955,0.722115
15,sz123027,0.163,2019-06-11,蓝晓转债,sz300487,蓝晓科技,19.07, 100.72,蓝晓转债,397.6,300487,蓝晓科技,2022-10-18,27003.5,A+,R,0,3.6138,74.6985,74.4620,79.6339,72.0055,0.0089,0.5600,97.9640,0.1528,3.7476,74.9355,73.6940,74.2950,61.6128,-0.1187,0.4426,99.8686,0.1337,0.0267,0.1551,-0.0424,-0.0012,0.0001,-0.0011,上涨中,6,403.133,1.39,77.4,2.06,405.873,-0.00675112,20.8618,47.8653,1279.86,1468.26,950,950,0.0267,308.587,308.587,409.307,-0.0150846,0.03616538484708531,0.039456367005989756,0.03616538484708531,-0.0012,0.640105,0.638807,0.707997,0.789827,0.673726,0.758944,0.982101
16,sz128097,4.586,2020-02-25,奥佳转债,sz002614,奥佳华,10.05, 94.72,奥佳转债,117.728,002614,奥佳华,暂无提示,9960.96,AA-,,0,0.3008,7.6240,8.8400,75.8321,79.1181,0.2141,0.2020,73.8158,-0.6315,0.3119,7.5570,8.8240,78.8413,82.3817,0.2071,0.2264,72.8928,-0.6961,0.0275,0.0818,0.1878,-0.1544,0.0361,-0.2221,涨减速,5,117.115,-0.52,8.68,-1.25,86.3682,0.355997,6.6209,16.5819,14.4372,18.0788,1209,1209,0.0275,17.3073,17.3073,112.027,0.0454149,0.1385099685204616,-0.018099547511312264,0.1385099685204616,-0.1544,0.7813,0.629876,0.85904,0.743336,0.814127,0.758281,0.880266
17,sz128087,6.46,2019-12-17,孚日转债,sz002083,孚日股份,4.16, 94.10,孚日转债,128.249,002083,孚日股份,暂无提示,4703.56,AA-,,0,0.1729,4.8190,4.8480,95.0660,84.3122,0.0068,0.0410,121.9111,0.4452,0.1793,4.8260,4.7940,87.2522,69.8196,-0.0036,0.0329,102.6178,-0.0064,0.0206,0.0661,-0.0463,0.0431,-0.0105,-0.0088,均线金叉,7,127.3,-0.74,4.93,-0.2,118.51,0.0741744,7.14316,11.8467,11.0575,9.16929,1139,1139,0.0206,32.5413,32.5413,126.641,0.00520146,0.023033824444905537,0.016914191419141966,0.023033824444905537,0.0431,0.50847,0.672445,0.592329,0.63136,0.693806,0.757656,0.791539
18,sh110052,3.582,2019-03-05,贵广转债,sh600996,贵广网络,7.94, 108.74,贵广转债,162.212,600996,贵广网络,暂无提示,107803.0,AA+,G,0,0.8126,11.6355,12.1320,59.6332,59.2254,0.0922,0.0167,51.9342,0.1078,0.8427,11.6530,11.9960,61.4502,57.8690,0.1270,0.0211,58.4043,-0.0708,0.0522,0.2444,-0.0725,0.0522,-0.0141,0.0201,涨减速,5,162.502,0.18,12.23,-0.41,154.03,0.0550007,106.238,214.041,296.589,298.773,852,852,0.0522,87.093,87.093,195.833,-0.170201,0.05109363585578608,0.008077810748434056,0.05109363585578608,0.0522,0.540514,0.8,0.656115,0.777718,0.672899,0.755948,1.01482
19,sh113649,5.0,2022-06-27,丰山转债,sh603810,丰山集团,13.8, 86.51,丰山转债,131.462,603810,丰山集团,暂无提示,2427.52,AA-,,0,0.8418,15.7605,15.4640,53.7540,51.1020,-0.0956,-0.0908,-29.9582,0.6416,0.8730,15.7820,15.5000,52.4843,46.4900,-0.1551,-0.0928,-49.2355,0.6416,0.0368,0.1220,-0.0394,0.0562,0.0239,0.0124,跌减缓,4,132.618,0.88,16.01,4.16,116.015,0.143116,8.82774,11.2553,17.6555,11.2553,2062,2062,0.0368,44.2127,44.2127,130.723,0.0144989,0.015830716030582836,0.035307811691670965,0.015830716030582836,0.0562,0.530828,0.630738,0.521167,0.649266,0.547549,0.755344,0.76988
20,sz123080,1.971,2020-12-02,海波转债,sz300517,海波重科,11.53, 96.07,海波转债,142.132,300517,海波重科,暂无提示,36157.0,A+,G,0,0.8442,14.8970,13.4840,77.6027,60.9773,-0.0431,-0.0864,83.6029,0.6352,0.8755,15.1755,13.2040,63.4819,43.1972,-0.1268,-0.1842,25.3665,0.3071,0.0481,0.2786,-0.2400,0.1246,-0.0222,-0.0219,跌减缓,4,141.7,-0.3,14.17,0.35,122.897,0.153,10.5074,46.6644,53.3099,118.377,1490,1490,0.0481,58.6512,58.6512,154.721,-0.0841591,-0.04880177216889303,0.05087511124295463,0.04880177216889303,0.1246,0.342592,0.801228,0.500165,0.615848,0.513947,0.751669,0.870827
21,sh113578,3.838,2020-04-20,全筑转债,sh603030,全筑股份,5.25, 96.38,全筑转债,106.835,603030,全筑股份,暂无提示,3813.05,AA-,,0,0.1800,3.4015,3.5480,62.9140,62.3083,0.0231,0.0121,128.2499,-0.3389,0.1867,3.3690,3.5220,60.5930,63.0018,0.0247,0.0131,82.5815,-0.5286,0.0311,0.0631,0.1726,-0.1666,-0.0081,0.0105,涨减速,5,107.154,0.3,3.51,-2.5,66.8571,0.602731,5.35626,9.16931,13.9559,11.9454,1264,1264,0.0311,10.1844,10.1844,106.564,0.00553236,0.03189769219461991,-0.010710259301014768,0.03189769219461991,-0.1666,0.755904,0.755411,0.777044,0.712165,0.704185,0.747306,0.832435
22,sz123067,2.395,2020-09-17,斯莱转债,sz300382,斯莱克,9.96, 96.33,斯莱转债,252.0,300382,斯莱克,暂无提示,78285.4,AA-,G,0,1.4759,21.1845,22.9160,87.5154,85.5671,0.1636,0.4634,141.3164,0.3369,1.5306,21.1085,22.1980,89.1064,76.8722,0.1236,0.4277,168.9807,0.1078,0.0456,0.2624,0.1032,0.0245,-0.0014,-0.0067,上涨中,6,249.0,-1.19,23.75,0.04,238.454,0.0442274,58.9496,137.235,246.136,286.503,1414,1414,0.0456,155.619,155.619,251.949,-0.0117038,0.12110269300667942,0.03639378600104726,0.12110269300667942,0.0245,0.708566,0.631672,0.765089,0.837767,0.722473,0.746166,1.03444
23,sh113570,2.799,2020-03-11,百达转债,sh603331,百达精工,11.09, 91.33,百达转债,128.201,603331,百达精工,暂无提示,5312.02,A+,,0,0.3486,11.2750,11.7400,94.3277,90.1568,0.0753,0.1567,242.8315,-0.0927,0.3615,11.2350,11.5120,90.1568,85.0300,0.0490,0.1250,306.8241,-1.6008,0.0190,0.0823,0.0678,-0.0438,-0.0336,-0.0485,上涨中,6,133.946,4.48,13.52,10.01,121.912,0.0987139,26.5884,31.9004,94.9924,56.9854,1224,1224,0.019,33.8571,33.8571,125.187,0.0699661,0.19911308203991118,0.151618398637138,0.19911308203991118,-0.0438,0.742984,0.508166,0.827192,0.757691,0.771841,0.742674,0.898322
24,sz123089,3.062,2020-12-21,九洲转2,sz300040,九洲集团,5.63, 95.50,九洲转2,133.798,300040,九洲集团,暂无提示,3648.42,AA-,,0,0.2532,6.3530,6.3960,96.3147,89.5089,0.0087,0.0771,106.3631,0.3841,0.2626,6.3865,6.3140,92.6442,76.1416,-0.0054,0.0659,82.0331,0.1665,0.0253,0.0902,-0.0743,0.0654,-0.0015,-0.0219,均线金叉,7,133.559,-0.18,6.5,0.31,115.453,0.156826,3.94184,7.59026,12.8734,12.3943,1509,1509,0.0253,34.1899,34.1899,129.69,0.0298331,0.023138674641901558,0.016260162601626105,0.023138674641901558,0.0654,0.444168,0.594469,0.56209,0.574448,0.633655,0.741307,0.781379
25,sz128114,13.331,2020-06-17,正邦转债,sz002157,正邦科技,6.08, 93.07,正邦转债,103.648,002157,正邦科技,暂无提示,6780.22,AA-,,0,0.1932,4.8585,4.8840,82.2770,75.0968,0.0245,0.0692,127.2141,0.4086,0.2003,4.8920,4.7700,79.1593,61.3633,0.0050,0.0541,118.7930,-0.2203,0.0220,0.0846,-0.1020,0.0638,-0.0604,-0.0784,均线金叉,7,103.152,-0.48,4.96,-1.2,81.5789,0.264444,5.39901,12.1792,4.04997,4.56801,1322,1322,0.022,10.8175,10.8175,103.888,-0.00708013,0.02089122157044354,0.015561015561015523,0.02089122157044354,0.0638,0.495693,0.798648,0.625881,0.562151,0.734779,0.740632,0.668135
26,sz123112,2.452,2021-04-08,万讯转债,sz300112,万讯自控,8.73, 96.58,万讯转债,135.914,300112,万讯自控,暂无提示,47869.7,AA-,,0,0.4472,9.2375,9.4380,94.6998,85.6523,0.0348,0.1782,179.7031,0.3974,0.4638,9.2455,9.1640,88.7154,69.6936,-0.0062,0.1367,156.7933,-0.6035,0.0321,0.1157,-0.0010,0.0153,-0.0562,-0.0652,均线金叉,7,134.0,-1.41,9.68,-2.91,110.882,0.208492,11.4093,59.279,46.5305,120.879,1617,1617,0.0321,36.6151,36.6151,133.195,0.00604315,0.047902571041948505,0.02564102564102555,0.047902571041948505,0.0153,0.610065,0.642844,0.750925,0.707653,0.664881,0.738925,0.889107
27,sh113567,1.935,2020-03-04,君禾转债,sh603617,君禾股份,7.45, 94.46,君禾转债,141.407,603617,君禾股份,暂无提示,3711.41,A+,,0,0.4838,9.4195,9.4240,86.4307,78.5644,0.0074,0.1188,100.5747,0.6790,0.5017,9.4500,9.2520,81.4159,64.8586,-0.0108,0.1046,85.9809,0.2279,0.0300,0.1501,-0.1031,0.0472,-0.0143,0.0025,均线金叉,7,142.556,0.81,9.8,2.4,131.544,0.0837165,3.48299,7.1944,17.9999,18.5902,1217,1217,0.03,50.311,50.311,144.771,-0.0153,0.040394925420670136,0.03989813242784401,0.040394925420670136,0.0472,0.499707,0.652354,0.604803,0.676417,0.620841,0.738517,0.887564
28,sh113598,2.753,2020-07-31,法兰转债,sh603966,法兰泰克,9.48, 97.06,法兰转债,150.991,603966,法兰泰克,暂无提示,13627.9,AA-,,0,0.6309,12.0830,12.8860,93.1895,90.9418,0.0855,0.1854,119.9618,0.1309,0.6542,12.0385,12.4880,92.0628,80.5568,0.0343,0.1661,140.3857,-0.5629,0.0364,0.1685,0.0706,-0.0126,-0.0347,-0.0471,上涨中,6,153.335,1.55,13.54,2.58,142.827,0.0735715,12.0374,25.6653,43.7246,46.6133,1366,1366,0.0364,64.6347,64.6347,161.695,-0.0517008,0.12058263676239345,0.0507527549278286,0.12058263676239345,-0.0126,0.75784,0.716082,0.848575,0.898912,0.700262,0.736725,1.06887
29,sz128106,2.871,2020-04-10,华统转债,sz002840,华统股份,8.85, 98.94,华统转债,260.4,002840,华统股份,暂无提示,48352.7,AA,G,0,1.1780,20.9535,23.1200,63.7681,75.4894,0.3516,0.3107,56.4014,-0.4088,1.2216,20.8940,23.1220,74.8516,85.9354,0.3272,0.3761,60.7013,-0.4527,0.0356,0.1825,0.0865,-0.0490,0.0308,-0.0568,涨减速,5,260.1,-0.12,22.2,-0.72,250.847,0.0368851,57.8081,106.161,201.352,184.885,1254,1254,0.0356,160.132,160.132,259.072,0.0039663,0.05948886820817534,-0.03979238754325265,0.05948886820817534,-0.049,0.829315,0.598602,0.876261,0.906559,0.762272,0.734035,1.05344
30,sz128021,2.652,2017-11-28,兄弟转债,sz002562,兄弟科技,5.19, 103.43,兄弟转债,133.801,002562,兄弟科技,暂无提示,16710.0,AA,,0,0.2596,5.6125,5.6200,84.4567,81.1209,0.0047,0.0463,92.0867,0.6899,0.2693,5.6400,5.5220,86.1179,69.0768,-0.0113,0.0319,105.5910,-0.1645,0.0300,0.1261,-0.0653,0.0230,-0.0417,-0.0349,均线金叉,7,133.33,-0.35,5.71,-0.35,110.019,0.211879,6.70579,23.4158,25.2858,44.1474,390,390,0.03,26.5373,26.5373,129.967,0.0258732,0.01737193763919831,0.016014234875444844,0.01737193763919831,0.023,0.555082,0.603777,0.671386,0.649922,0.636288,0.732305,0.82587
31,sz123025,3.086,2019-03-29,精测转债,sz300567,精测电子,49.08, 101.17,精测转债,129.601,300567,精测电子,暂无提示,3219.25,AA-,,0,2.1214,44.5320,47.8040,91.3435,92.8358,0.3533,0.6648,120.3314,-0.7501,2.1999,44.2135,46.6160,91.5286,84.7573,0.2392,0.6634,142.7289,-0.8409,0.0348,0.0935,0.1268,-0.1195,0.0007,-0.0638,KDJ死叉,3,129.413,-0.15,48.26,0.19,98.3293,0.316119,3.98684,7.20609,12.9191,11.6755,876,876,0.0348,30.2413,30.2413,131.411,-0.0152067,0.08371508128985905,0.009538950715421324,0.08371508128985905,-0.1195,0.762055,0.706739,0.873803,0.808906,0.761682,0.731763,0.976634
32,sz128100,7.981,2020-03-12,搜特转债,sz002503,搜于特,1.6, 69.11,搜特转债,96.181,002503,搜于特,暂无提示,4496.81,B,,0,0.0379,1.2425,1.2320,64.1026,52.1368,0.0003,0.0048,110.1124,0.6094,0.0394,1.2445,1.2180,52.1368,40.3989,-0.0019,0.0023,92.7203,-0.2030,0.0152,0.0662,-0.0455,0.0256,-0.0224,-0.0093,上涨中,6,95.423,-0.79,1.24,-1.59,77.5,0.231265,2.44685,6.94366,3.06584,4.35012,1225,1225,0.0152,4.60942,4.60942,73.7194,0.294408,-0.002012072434607548,0.006493506493506551,0.002012072434607548,0.0256,0.608161,0.2,0.583505,0.397757,0.814367,0.729979,0.452506
33,sh113642,15.27,2022-03-01,上22转债,sh603185,上机数控,102.4, 99.90,上22转债,137.476,603185,上机数控,2022-11-10,68740.0,AA-,R,23,8.4613,140.9920,142.2560,60.3086,60.3682,-0.2173,1.0170,-29.1768,-0.4037,8.7747,141.4050,141.8740,59.1824,55.3255,-0.1918,1.1319,-20.6295,-0.4395,0.0356,0.1987,-0.0444,-0.0366,-0.0004,-0.0414,涨减速,5,137.587,0.08,141.19,0.06,137.881,-0.00213126,67.4952,136.235,44.2012,44.6088,1944,23,0.0356,37.9463,37.9463,137.846,-0.00188126,0.0014043349977304054,-0.007493532785963319,0.0014043349977304054,-0.0366,0.742996,0.644671,0.663795,0.832387,0.545853,0.72589,0.761702
34,sh113588,5.499,2020-06-17,润达转债,sh603108,润达医疗,13.25, 99.13,润达转债,119.967,603108,润达医疗,暂无提示,13448.9,AA,,0,0.4279,10.5340,10.8400,94.2857,75.6663,0.0757,0.1123,189.5671,0.7235,0.4437,10.5275,10.5460,77.9035,53.5499,0.0385,0.0682,229.7009,-0.7218,0.0261,0.1006,0.0250,0.0035,-0.0838,-0.0514,上涨中,6,120.368,0.33,11.57,0.87,87.3208,0.378458,6.02121,19.4701,10.9496,17.7033,1322,1322,0.0261,16.7714,16.7714,115.901,0.0385379,0.09834820580975889,0.06734317343173446,0.09834820580975889,0.0035,0.652963,0.63088,0.764467,0.6666,0.708926,0.723762,0.81259
35,sz123110,2.698,2021-04-01,九典转债,sz300705,九典制药,18.7, 90.23,九典转债,144.93,300705,九典制药,暂无提示,13314.2,A+,,0,1.0456,19.8105,23.3300,94.4574,95.1496,0.5748,0.7773,138.2069,-0.8023,1.0843,19.5025,22.6920,95.4401,95.5703,0.5293,0.7819,155.1099,-0.9252,0.0376,0.1870,0.3634,-0.2295,-0.0523,-0.1865,超涨见顶,1,148.962,2.78,25.56,4.33,136.684,0.0898237,19.3472,32.6614,71.7093,60.5289,1610,1610,0.0376,60.7091,60.7091,150.939,-0.0130988,0.29022488074505937,0.09558508358336915,0.29022488074505937,-0.2295,0.8363,0.634616,0.951318,0.919714,0.748125,0.722481,1.06836
36,sh113609,7.337,2020-11-24,永安转债,sh603776,永安行,16.38, 95.48,永安转债,115.236,603776,永安行,暂无提示,4827.51,AA-,,0,0.5539,13.7875,14.6800,88.2740,87.2639,0.1611,0.1857,89.5900,-0.4791,0.5744,13.7870,14.6100,86.1660,86.4908,0.1334,0.1889,97.2124,-0.6218,0.0266,0.0594,0.0138,-0.0073,0.0116,-0.0990,涨减速,5,115.271,0.03,14.69,-0.14,89.6825,0.285323,4.83104,9.65855,6.5845,6.58209,1482,1482,0.0266,18.4756,18.4756,113.956,0.0115434,0.06545784224841333,0.0006811989100816707,0.06545784224841333,-0.0073,0.642699,0.709016,0.769948,0.6746,0.80823,0.721231,0.832627
37,sz127042,7.498,2021-08-09,嘉美转债,sz002969,嘉美包装,4.86, 97.99,嘉美转债,114.479,002969,嘉美包装,暂无提示,7601.06,AA,,0,0.1568,3.9535,4.2100,78.8455,78.0072,0.0516,0.0500,112.6375,-0.3385,0.1626,3.9390,4.1800,78.4638,77.4484,0.0462,0.0493,110.4010,-0.6455,0.0228,0.0714,0.0831,-0.0592,-0.0092,-0.0341,上涨中,6,113.69,-0.69,4.19,-2.56,86.214,0.318695,3.43762,11.0387,4.58471,7.36108,1740,1740,0.0228,13.6779,13.6779,111.668,0.0181077,0.059820412292905134,-0.004750593824227933,0.059820412292905134,-0.0592,0.785347,0.701728,0.813462,0.763068,0.773476,0.720212,0.845696
